,Model,Prediction,Target,Male
195,ConvNet_0,1.0,1.0,Not Male
196,ConvNet_0,0.0,1.0,Male
197,ConvNet_0,1.0,1.0,Male
198,ConvNet_0,0.0,0.0,Male
199,ConvNet_0,1.0,1.0,Not Male
200,ConvNet_0,0.0,0.0,Male
201,ConvNet_0,1.0,0.0,Not Male
202,ConvNet_0,0.0,0.0,Not Male
203,ConvNet_0,1.0,1.0,Not Male
204,ConvNet_0,0.0,1.0,Male
205,ConvNet_0,1.0,0.0,Not Male
206,ConvNet_0,0.0,1.0,Not Male
207,ConvNet_0,0.0,0.0,Male
208,ConvNet_0,1.0,1.0,Not Male
209,ConvNet_0,0.0,0.0,Not Male
210,ConvNet_0,0.0,1.0,Male
211,ConvNet_0,0.0,1.0,Not Male
212,ConvNet_0,0.0,1.0,Not Male
213,ConvNet_0,0.0,1.0,Male
214,ConvNet_0,0.0,0.0,Not Male
215,ConvNet_0,0.0,0.0,Not Male
216,ConvNet_0,1.0,1.0,Male
217,ConvNet_0,0.0,0.0,Male
218,ConvNet_0,1.0,1.0,Not Male
219,ConvNet_0,0.0,1.0,Not Male
220,ConvNet_0,0.0,0.0,Not Male
221,ConvNet_0,0.0,0.0,Not Male
222,ConvNet_0,0.0,0.0,Male
223,ConvNet_0,0.0,1.0,Not Male
224,ConvNet_0,1.0,0.0,Not Male
225,ConvNet_0,0.0,1.0,Not Male
226,ConvNet_0,0.0,0.0,Not Male
227,ConvNet_0,0.0,1.0,Male
228,ConvNet_0,0.0,0.0,Not Male
229,ConvNet_0,0.0,0.0,Not Male
230,ConvNet_0,0.0,0.0,Not Male
231,ConvNet_0,0.0,1.0,Not Male
232,ConvNet_0,1.0,0.0,Male
233,ConvNet_0,0.0,1.0,Male
234,ConvNet_0,0.0,1.0,Not Male
235,ConvNet_0,0.0,0.0,Not Male
236,ConvNet_0,0.0,0.0,Male
237,ConvNet_0,0.0,0.0,Not Male
238,ConvNet_0,0.0,0.0,Male
239,ConvNet_0,0.0,1.0,Not Male
240,ConvNet_0,1.0,1.0,Not Male
241,ConvNet_0,0.0,1.0,Not Male
242,ConvNet_0,0.0,0.0,Not Male
243,ConvNet_0,0.0,0.0,Not Male
244,ConvNet_0,0.0,0.0,Male
245,ConvNet_0,0.0,0.0,Not Male
246,ConvNet_0,1.0,1.0,Not Male
247,ConvNet_0,0.0,1.0,Male
248,ConvNet_0,0.0,1.0,Not Male
249,ConvNet_0,1.0,1.0,Not Male
250,ConvNet_0,0.0,0.0,Male
251,ConvNet_0,1.0,1.0,Not Male
252,ConvNet_0,0.0,1.0,Male
253,ConvNet_0,0.0,0.0,Male
254,ConvNet_0,1.0,0.0,Not Male
255,ConvNet_0,0.0,1.0,Not Male
256,ConvNet_0,0.0,0.0,Not Male
257,ConvNet_0,0.0,0.0,Not Male
258,ConvNet_0,0.0,0.0,Not Male
259,ConvNet_0,0.0,0.0,Male
260,ConvNet_0,0.0,0.0,Not Male
261,ConvNet_0,0.0,1.0,Not Male
262,ConvNet_0,1.0,0.0,Not Male
263,ConvNet_0,0.0,1.0,Male
264,ConvNet_0,1.0,1.0,Not Male
265,ConvNet_0,0.0,0.0,Not Male
266,ConvNet_0,0.0,1.0,Not Male
267,ConvNet_0,1.0,0.0,Not Male
268,ConvNet_0,1.0,1.0,Not Male
269,ConvNet_0,0.0,0.0,Not Male
270,ConvNet_0,1.0,0.0,Not Male
271,ConvNet_0,1.0,1.0,Not Male
272,ConvNet_0,0.0,0.0,Male
273,ConvNet_0,1.0,1.0,Male
274,ConvNet_0,0.0,1.0,Male
275,ConvNet_0,0.0,1.0,Male
276,ConvNet_0,0.0,0.0,Male
277,ConvNet_0,0.0,0.0,Not Male
278,ConvNet_0,0.0,0.0,Male
279,ConvNet_0,0.0,1.0,Not Male
280,ConvNet_0,0.0,0.0,Not Male
281,ConvNet_0,0.0,1.0,Male
282,ConvNet_0,0.0,1.0,Male
283,ConvNet_0,0.0,1.0,Not Male
284,ConvNet_0,1.0,1.0,Not Male
285,ConvNet_0,0.0,0.0,Male
286,ConvNet_0,0.0,0.0,Male
287,ConvNet_0,1.0,1.0,Not Male
288,ConvNet_0,0.0,1.0,Male
289,ConvNet_0,0.0,1.0,Male
290,ConvNet_0,0.0,1.0,Male
291,ConvNet_0,0.0,1.0,Not Male
292,ConvNet_0,1.0,1.0,Not Male
293,ConvNet_0,0.0,1.0,Not Male
294,ConvNet_0,0.0,0.0,Not Male
295,ConvNet_0,0.0,1.0,Male
296,ConvNet_0,0.0,1.0,Not Male
297,ConvNet_0,0.0,1.0,Male
298,ConvNet_0,1.0,0.0,Not Male
299,ConvNet_0,0.0,0.0,Not Male
300,ConvNet_0,0.0,1.0,Male
301,ConvNet_0,0.0,1.0,Not Male
302,ConvNet_0,1.0,1.0,Not Male
303,ConvNet_0,0.0,0.0,Male
304,ConvNet_0,0.0,0.0,Male
305,ConvNet_0,0.0,0.0,Not Male
306,ConvNet_0,0.0,0.0,Male
307,ConvNet_0,1.0,0.0,Not Male
308,ConvNet_0,0.0,1.0,Not Male
309,ConvNet_0,0.0,1.0,Not Male
310,ConvNet_0,0.0,0.0,Male
311,ConvNet_0,1.0,0.0,Not Male
312,ConvNet_0,0.0,1.0,Male
313,ConvNet_0,0.0,0.0,Not Male
314,ConvNet_0,0.0,1.0,Male
315,ConvNet_0,0.0,0.0,Male
316,ConvNet_0,0.0,1.0,Not Male
317,ConvNet_0,0.0,0.0,Not Male
318,ConvNet_0,0.0,1.0,Not Male
319,ConvNet_0,0.0,0.0,Male
320,ConvNet_0,0.0,0.0,Not Male
321,ConvNet_0,1.0,1.0,Not Male
322,ConvNet_0,0.0,0.0,Male
323,ConvNet_0,0.0,1.0,Male
324,ConvNet_0,0.0,0.0,Not Male
325,ConvNet_0,0.0,1.0,Male
326,ConvNet_0,1.0,1.0,Male
327,ConvNet_0,0.0,1.0,Male
328,ConvNet_1,0.0,1.0,Male
329,ConvNet_1,0.0,1.0,Male
330,ConvNet_1,0.0,1.0,Not Male
331,ConvNet_1,0.0,0.0,Male
332,ConvNet_1,0.0,0.0,Not Male
333,ConvNet_1,1.0,1.0,Not Male
334,ConvNet_1,0.0,1.0,Not Male
335,ConvNet_1,1.0,1.0,Not Male
336,ConvNet_1,1.0,1.0,Male
337,ConvNet_1,0.0,0.0,Not Male
338,ConvNet_1,1.0,1.0,Not Male
339,ConvNet_1,1.0,0.0,Male
340,ConvNet_1,1.0,0.0,Not Male
341,ConvNet_1,0.0,0.0,Not Male
342,ConvNet_1,1.0,0.0,Not Male
343,ConvNet_1,0.0,1.0,Not Male
344,ConvNet_1,0.0,1.0,Male
345,ConvNet_1,0.0,1.0,Not Male
346,ConvNet_1,0.0,0.0,Male
347,ConvNet_1,1.0,1.0,Not Male
348,ConvNet_1,0.0,0.0,Not Male
349,ConvNet_1,1.0,0.0,Not Male
350,ConvNet_1,0.0,1.0,Not Male
351,ConvNet_1,0.0,1.0,Male
352,ConvNet_1,0.0,0.0,Male
353,ConvNet_1,1.0,0.0,Not Male
354,ConvNet_1,0.0,1.0,Not Male
355,ConvNet_1,1.0,0.0,Male
356,ConvNet_1,0.0,1.0,Male
357,ConvNet_1,0.0,0.0,Male
358,ConvNet_1,0.0,0.0,Male
359,ConvNet_1,0.0,1.0,Not Male
360,ConvNet_1,0.0,1.0,Male
361,ConvNet_1,1.0,1.0,Not Male
362,ConvNet_1,1.0,1.0,Male
363,ConvNet_1,0.0,0.0,Male
364,ConvNet_1,0.0,0.0,Male
365,ConvNet_1,1.0,1.0,Not Male
366,ConvNet_1,0.0,1.0,Not Male
367,ConvNet_1,0.0,1.0,Not Male
368,ConvNet_1,0.0,1.0,Not Male
369,ConvNet_1,0.0,0.0,Male
370,ConvNet_1,0.0,1.0,Not Male
371,ConvNet_1,1.0,1.0,Male
372,ConvNet_1,0.0,1.0,Not Male
373,ConvNet_1,0.0,1.0,Not Male
374,ConvNet_1,0.0,1.0,Male
375,ConvNet_1,0.0,1.0,Not Male
376,ConvNet_1,0.0,0.0,Not Male
377,ConvNet_1,0.0,1.0,Male
378,ConvNet_1,0.0,1.0,Male
379,ConvNet_1,0.0,1.0,Male
380,ConvNet_1,1.0,0.0,Not Male
381,ConvNet_1,0.0,0.0,Not Male
382,ConvNet_1,0.0,0.0,Not Male
383,ConvNet_1,0.0,1.0,Male
384,ConvNet_1,1.0,1.0,Not Male
385,ConvNet_1,0.0,1.0,Not Male
386,ConvNet_1,0.0,1.0,Male
387,ConvNet_1,1.0,1.0,Not Male
388,ConvNet_1,0.0,1.0,Not Male
389,ConvNet_1,0.0,0.0,Male
390,ConvNet_1,0.0,0.0,Male
391,ConvNet_1,0.0,1.0,Not Male
392,ConvNet_1,0.0,0.0,Not Male
393,ConvNet_1,0.0,0.0,Not Male
394,ConvNet_1,0.0,1.0,Male
395,ConvNet_1,0.0,0.0,Not Male
396,ConvNet_1,0.0,1.0,Not Male
397,ConvNet_1,0.0,0.0,Not Male
398,ConvNet_1,0.0,1.0,Male
399,ConvNet_1,0.0,0.0,Male
400,ConvNet_1,1.0,1.0,Male
401,ConvNet_1,1.0,0.0,Male
402,ConvNet_1,1.0,1.0,Male
403,ConvNet_1,0.0,1.0,Not Male
404,ConvNet_1,1.0,0.0,Male
405,ConvNet_1,0.0,1.0,Male
406,ConvNet_1,1.0,1.0,Male
407,ConvNet_1,0.0,0.0,Male
408,ConvNet_1,0.0,0.0,Not Male
409,ConvNet_1,0.0,1.0,Male
410,ConvNet_1,1.0,1.0,Not Male
411,ConvNet_1,1.0,0.0,Not Male
412,ConvNet_1,1.0,1.0,Not Male
413,ConvNet_1,0.0,0.0,Male
414,ConvNet_1,0.0,1.0,Male
415,ConvNet_1,0.0,1.0,Male
416,ConvNet_1,0.0,0.0,Male
417,ConvNet_1,0.0,0.0,Not Male
418,ConvNet_1,0.0,0.0,Not Male
419,ConvNet_1,0.0,1.0,Not Male
420,ConvNet_1,0.0,1.0,Male
421,ConvNet_1,0.0,1.0,Male
422,ConvNet_1,0.0,1.0,Male
423,ConvNet_1,0.0,0.0,Not Male
424,ConvNet_1,0.0,0.0,Not Male
425,ConvNet_1,1.0,0.0,Not Male
426,ConvNet_1,0.0,0.0,Not Male
427,ConvNet_1,0.0,1.0,Not Male
428,ConvNet_1,0.0,0.0,Not Male
429,ConvNet_1,0.0,1.0,Not Male
430,ConvNet_1,0.0,1.0,Male
431,ConvNet_1,0.0,0.0,Male
432,ConvNet_1,1.0,1.0,Not Male
433,ConvNet_1,1.0,0.0,Male
434,ConvNet_1,1.0,1.0,Male
435,ConvNet_1,1.0,0.0,Not Male
436,ConvNet_1,0.0,0.0,Male
437,ConvNet_1,0.0,0.0,Not Male
438,ConvNet_1,0.0,1.0,Male
439,ConvNet_1,0.0,0.0,Not Male
440,ConvNet_1,0.0,1.0,Not Male
441,ConvNet_1,0.0,1.0,Male
442,ConvNet_1,1.0,0.0,Male
443,ConvNet_1,0.0,1.0,Male
444,ConvNet_1,1.0,0.0,Not Male
445,ConvNet_1,0.0,1.0,Not Male
446,ConvNet_1,0.0,0.0,Male
447,ConvNet_1,0.0,1.0,Male
448,ConvNet_1,0.0,0.0,Male
449,ConvNet_1,1.0,1.0,Male
450,ConvNet_1,1.0,0.0,Male
451,ConvNet_1,0.0,0.0,Male
452,ConvNet_1,0.0,1.0,Not Male
453,ConvNet_1,0.0,0.0,Not Male
454,ConvNet_1,1.0,0.0,Male
455,ConvNet_1,0.0,1.0,Male
456,ConvNet_1,0.0,0.0,Not Male
457,ConvNet_1,0.0,1.0,Male
458,ConvNet_1,0.0,1.0,Male
459,ConvNet_1,0.0,0.0,Male
460,ConvNet_1,0.0,1.0,Not Male
461,ConvNet_1,0.0,0.0,Not Male
462,ConvNet_1,1.0,1.0,Not Male
463,ConvNet_1,0.0,0.0,Male
464,ConvNet_1,0.0,0.0,Male
465,ConvNet_1,0.0,1.0,Not Male
466,ConvNet_1,0.0,1.0,Male
467,ConvNet_1,0.0,1.0,Not Male
468,ConvNet_1,0.0,1.0,Not Male
469,ConvNet_1,1.0,1.0,Not Male
470,ConvNet_1,0.0,0.0,Male
471,ConvNet_1,1.0,0.0,Male
472,ConvNet_1,0.0,0.0,Not Male
473,ConvNet_1,1.0,1.0,Not Male
474,ConvNet_1,1.0,1.0,Male
475,ConvNet_1,1.0,0.0,Not Male
476,ConvNet_1,0.0,1.0,Not Male
477,ConvNet_1,0.0,0.0,Male
478,ConvNet_1,0.0,0.0,Male
479,ConvNet_1,0.0,0.0,Not Male
480,ConvNet_1,0.0,0.0,Not Male
481,ConvNet_1,1.0,1.0,Not Male
482,ConvNet_1,0.0,1.0,Not Male
483,ConvNet_1,0.0,0.0,Male
484,ConvNet_1,0.0,1.0,Male
485,ConvNet_1,0.0,1.0,Male
486,ConvNet_1,0.0,1.0,Not Male
487,ConvNet_1,1.0,1.0,Not Male
488,ConvNet_1,0.0,1.0,Male
489,ConvNet_1,0.0,1.0,Male
490,ConvNet_1,0.0,1.0,Male
491,ConvNet_1,0.0,0.0,Not Male
492,ConvNet_1,0.0,0.0,Male
493,ConvNet_1,1.0,1.0,Male
494,ConvNet_1,0.0,0.0,Male
495,ConvNet_1,0.0,0.0,Male
496,ConvNet_1,1.0,1.0,Male
497,ConvNet_1,0.0,0.0,Male
498,ConvNet_1,0.0,0.0,Male
499,ConvNet_1,0.0,1.0,Male
500,ConvNet_1,1.0,1.0,Not Male
501,ConvNet_1,0.0,1.0,Not Male
502,ConvNet_1,0.0,1.0,Male
503,ConvNet_1,0.0,1.0,Male
504,ConvNet_1,0.0,1.0,Not Male
505,ConvNet_1,1.0,1.0,Not Male
506,ConvNet_1,0.0,0.0,Not Male
507,ConvNet_1,1.0,0.0,Male
508,ConvNet_1,0.0,0.0,Not Male
509,ConvNet_1,1.0,1.0,Not Male
510,ConvNet_1,1.0,1.0,Male
511,ConvNet_1,0.0,0.0,Male
512,ConvNet_1,0.0,1.0,Male
513,ConvNet_1,0.0,0.0,Male
514,ConvNet_1,0.0,0.0,Not Male
515,ConvNet_1,1.0,1.0,Male
516,ConvNet_1,0.0,0.0,Not Male
517,ConvNet_1,0.0,1.0,Not Male
518,ConvNet_1,0.0,0.0,Male
519,ConvNet_1,0.0,0.0,Male
520,ConvNet_1,0.0,0.0,Not Male
521,ConvNet_1,0.0,0.0,Male
522,ConvNet_1,0.0,1.0,Not Male
523,ConvNet_1,1.0,1.0,Not Male
524,ConvNet_1,0.0,1.0,Male
525,ConvNet_1,1.0,1.0,Male
526,ConvNet_1,0.0,0.0,Male
527,ConvNet_1,1.0,1.0,Not Male
528,ConvNet_1,0.0,0.0,Male
529,ConvNet_1,1.0,0.0,Not Male
530,ConvNet_1,0.0,0.0,Not Male
531,ConvNet_1,1.0,1.0,Not Male
532,ConvNet_1,0.0,1.0,Male
533,ConvNet_1,1.0,0.0,Not Male
534,ConvNet_1,0.0,1.0,Not Male
535,ConvNet_1,0.0,0.0,Male
536,ConvNet_1,1.0,1.0,Not Male
537,ConvNet_1,0.0,0.0,Not Male
538,ConvNet_1,0.0,1.0,Male
539,ConvNet_1,0.0,1.0,Not Male
540,ConvNet_1,0.0,1.0,Not Male
541,ConvNet_1,0.0,1.0,Male
542,ConvNet_1,1.0,0.0,Not Male
543,ConvNet_1,0.0,0.0,Not Male
544,ConvNet_1,1.0,1.0,Male
545,ConvNet_1,0.0,0.0,Male
546,ConvNet_1,0.0,1.0,Not Male
547,ConvNet_1,0.0,1.0,Not Male
548,ConvNet_1,0.0,0.0,Not Male
549,ConvNet_1,0.0,0.0,Not Male
550,ConvNet_1,0.0,0.0,Male
551,ConvNet_1,0.0,1.0,Not Male
552,ConvNet_1,1.0,0.0,Not Male
553,ConvNet_1,0.0,1.0,Not Male
554,ConvNet_1,0.0,0.0,Not Male
555,ConvNet_1,0.0,1.0,Male
556,ConvNet_1,0.0,0.0,Not Male
557,ConvNet_1,0.0,0.0,Not Male
558,ConvNet_1,0.0,0.0,Not Male
559,ConvNet_1,0.0,1.0,Not Male
560,ConvNet_1,1.0,0.0,Male
561,ConvNet_1,0.0,1.0,Male
562,ConvNet_1,0.0,1.0,Not Male
563,ConvNet_1,0.0,0.0,Not Male
564,ConvNet_1,0.0,0.0,Male
565,ConvNet_1,0.0,0.0,Not Male
566,ConvNet_1,0.0,0.0,Male
567,ConvNet_1,0.0,1.0,Not Male
568,ConvNet_1,1.0,1.0,Not Male
569,ConvNet_1,0.0,1.0,Not Male
570,ConvNet_1,0.0,0.0,Not Male
571,ConvNet_1,1.0,0.0,Not Male
572,ConvNet_1,0.0,0.0,Male
573,ConvNet_1,0.0,0.0,Not Male
574,ConvNet_1,1.0,1.0,Not Male
575,ConvNet_1,0.0,1.0,Male
576,ConvNet_1,0.0,1.0,Not Male
577,ConvNet_1,1.0,1.0,Not Male
578,ConvNet_1,0.0,0.0,Male
579,ConvNet_1,1.0,1.0,Not Male
580,ConvNet_1,1.0,1.0,Male
581,ConvNet_1,0.0,0.0,Male
582,ConvNet_1,1.0,0.0,Not Male
583,ConvNet_1,0.0,1.0,Not Male
584,ConvNet_1,0.0,0.0,Not Male
585,ConvNet_1,1.0,0.0,Not Male
586,ConvNet_1,0.0,0.0,Not Male
587,ConvNet_1,0.0,0.0,Male
588,ConvNet_1,0.0,0.0,Not Male
589,ConvNet_1,0.0,1.0,Not Male
590,ConvNet_1,1.0,0.0,Not Male
591,ConvNet_1,0.0,1.0,Male
592,ConvNet_1,1.0,1.0,Not Male
593,ConvNet_1,0.0,0.0,Not Male
594,ConvNet_1,0.0,1.0,Not Male
595,ConvNet_1,1.0,0.0,Not Male
596,ConvNet_1,1.0,1.0,Not Male
597,ConvNet_1,1.0,0.0,Not Male
598,ConvNet_1,1.0,0.0,Not Male
599,ConvNet_1,1.0,1.0,Not Male
600,ConvNet_1,1.0,0.0,Male
601,ConvNet_1,1.0,1.0,Male
602,ConvNet_1,0.0,1.0,Male
603,ConvNet_1,0.0,1.0,Male
604,ConvNet_1,1.0,0.0,Male
605,ConvNet_1,0.0,0.0,Not Male
606,ConvNet_1,0.0,0.0,Male
607,ConvNet_1,0.0,1.0,Not Male
608,ConvNet_1,0.0,0.0,Not Male
609,ConvNet_1,0.0,1.0,Male
610,ConvNet_1,1.0,1.0,Male
611,ConvNet_1,0.0,1.0,Not Male
612,ConvNet_1,1.0,1.0,Not Male
613,ConvNet_1,0.0,0.0,Male
614,ConvNet_1,0.0,0.0,Male
615,ConvNet_1,0.0,1.0,Not Male
616,ConvNet_1,0.0,1.0,Male
617,ConvNet_1,0.0,1.0,Male
618,ConvNet_1,0.0,1.0,Male
619,ConvNet_1,0.0,1.0,Not Male
620,ConvNet_1,1.0,1.0,Not Male
621,ConvNet_1,0.0,1.0,Not Male
622,ConvNet_1,0.0,0.0,Not Male
623,ConvNet_1,0.0,1.0,Male
624,ConvNet_1,1.0,1.0,Not Male
625,ConvNet_1,0.0,1.0,Male
626,ConvNet_1,1.0,0.0,Not Male
627,ConvNet_1,0.0,0.0,Not Male
628,ConvNet_1,0.0,1.0,Male
629,ConvNet_1,0.0,1.0,Not Male
630,ConvNet_1,1.0,1.0,Not Male
631,ConvNet_1,0.0,0.0,Male
