,Model,Prediction,Target,Male
153,ConvNet_0,0.0,0.0,Male
154,ConvNet_0,3.0,4.0,Not Male
155,ConvNet_0,0.0,0.0,Not Male
156,ConvNet_0,0.0,0.0,Not Male
157,ConvNet_0,0.0,0.0,Not Male
158,ConvNet_0,0.0,1.0,Male
159,ConvNet_0,0.0,1.0,Male
160,ConvNet_0,0.0,0.0,Male
161,ConvNet_0,0.0,2.0,Male
162,ConvNet_0,2.0,1.0,Male
163,ConvNet_0,0.0,1.0,Male
164,ConvNet_0,0.0,0.0,Male
165,ConvNet_0,0.0,0.0,Male
166,ConvNet_0,0.0,0.0,Male
167,ConvNet_0,0.0,0.0,Male
168,ConvNet_0,0.0,0.0,Male
169,ConvNet_0,0.0,4.0,Not Male
170,ConvNet_0,0.0,4.0,Not Male
171,ConvNet_0,0.0,0.0,Not Male
172,ConvNet_0,0.0,0.0,Not Male
173,ConvNet_0,0.0,0.0,Not Male
174,ConvNet_0,0.0,0.0,Not Male
175,ConvNet_0,0.0,0.0,Male
176,ConvNet_0,0.0,0.0,Male
177,ConvNet_0,0.0,0.0,Male
178,ConvNet_0,0.0,0.0,Not Male
179,ConvNet_0,2.0,2.0,Male
180,ConvNet_0,2.0,2.0,Male
181,ConvNet_0,2.0,2.0,Male
182,ConvNet_0,2.0,2.0,Male
183,ConvNet_0,2.0,2.0,Male
184,ConvNet_0,0.0,0.0,Not Male
185,ConvNet_0,0.0,0.0,Not Male
186,ConvNet_0,0.0,0.0,Male
187,ConvNet_0,0.0,0.0,Not Male
188,ConvNet_0,2.0,0.0,Not Male
189,ConvNet_0,1.0,1.0,Male
190,ConvNet_0,1.0,1.0,Male
191,ConvNet_0,2.0,1.0,Male
192,ConvNet_0,0.0,0.0,Male
193,ConvNet_0,1.0,1.0,Male
194,ConvNet_0,0.0,0.0,Not Male
195,ConvNet_0,0.0,0.0,Not Male
196,ConvNet_0,0.0,0.0,Not Male
197,ConvNet_0,0.0,0.0,Not Male
198,ConvNet_0,0.0,1.0,Not Male
199,ConvNet_0,0.0,2.0,Not Male
200,ConvNet_0,0.0,0.0,Not Male
201,ConvNet_0,0.0,0.0,Not Male
202,ConvNet_0,0.0,2.0,Not Male
203,ConvNet_0,0.0,1.0,Male
204,ConvNet_0,0.0,2.0,Not Male
205,ConvNet_0,0.0,2.0,Not Male
206,ConvNet_0,0.0,0.0,Male
207,ConvNet_0,0.0,0.0,Male
208,ConvNet_0,0.0,0.0,Not Male
209,ConvNet_0,0.0,0.0,Not Male
210,ConvNet_0,0.0,0.0,Male
211,ConvNet_0,5.0,5.0,Male
212,ConvNet_0,2.0,5.0,Male
213,ConvNet_0,0.0,0.0,Not Male
214,ConvNet_0,0.0,0.0,Male
215,ConvNet_0,2.0,6.0,Male
216,ConvNet_0,3.0,6.0,Male
217,ConvNet_0,0.0,0.0,Not Male
218,ConvNet_0,0.0,0.0,Male
219,ConvNet_0,0.0,0.0,Not Male
220,ConvNet_0,0.0,0.0,Not Male
221,ConvNet_0,0.0,0.0,Not Male
222,ConvNet_0,0.0,0.0,Male
223,ConvNet_0,0.0,0.0,Male
224,ConvNet_0,0.0,0.0,Male
225,ConvNet_0,0.0,0.0,Male
226,ConvNet_0,0.0,0.0,Male
227,ConvNet_0,0.0,0.0,Not Male
228,ConvNet_0,0.0,0.0,Male
229,ConvNet_0,0.0,0.0,Male
230,ConvNet_0,0.0,0.0,Male
231,ConvNet_0,0.0,0.0,Not Male
232,ConvNet_0,0.0,0.0,Not Male
233,ConvNet_0,0.0,0.0,Not Male
234,ConvNet_0,0.0,0.0,Not Male
235,ConvNet_0,0.0,0.0,Not Male
236,ConvNet_0,1.0,1.0,Male
237,ConvNet_0,3.0,4.0,Not Male
238,ConvNet_0,0.0,0.0,Male
239,ConvNet_0,0.0,0.0,Male
240,ConvNet_0,0.0,0.0,Male
241,ConvNet_0,0.0,0.0,Male
242,ConvNet_0,0.0,0.0,Male
243,ConvNet_0,0.0,0.0,Male
244,ConvNet_0,0.0,0.0,Male
245,ConvNet_0,2.0,1.0,Male
246,ConvNet_0,0.0,0.0,Not Male
247,ConvNet_0,0.0,0.0,Not Male
248,ConvNet_0,3.0,4.0,Not Male
249,ConvNet_0,2.0,2.0,Not Male
250,ConvNet_0,0.0,2.0,Not Male
251,ConvNet_0,0.0,0.0,Male
252,ConvNet_0,0.0,0.0,Not Male
253,ConvNet_0,0.0,0.0,Male
254,ConvNet_0,0.0,0.0,Not Male
255,ConvNet_0,3.0,3.0,Male
256,ConvNet_0,0.0,3.0,Male
257,ConvNet_0,3.0,3.0,Male
258,ConvNet_0,0.0,0.0,Male
259,ConvNet_0,1.0,2.0,Male
260,ConvNet_0,0.0,0.0,Not Male
261,ConvNet_0,1.0,3.0,Not Male
262,ConvNet_0,0.0,3.0,Not Male
263,ConvNet_0,0.0,0.0,Male
264,ConvNet_0,0.0,0.0,Male
265,ConvNet_0,0.0,0.0,Male
266,ConvNet_0,0.0,0.0,Male
267,ConvNet_0,0.0,0.0,Not Male
268,ConvNet_0,0.0,0.0,Male
269,ConvNet_0,4.0,4.0,Not Male
270,ConvNet_0,0.0,0.0,Not Male
271,ConvNet_0,0.0,0.0,Not Male
272,ConvNet_0,0.0,0.0,Male
273,ConvNet_0,0.0,0.0,Male
274,ConvNet_0,0.0,0.0,Male
275,ConvNet_0,0.0,6.0,Not Male
276,ConvNet_0,0.0,0.0,Male
277,ConvNet_0,0.0,0.0,Male
278,ConvNet_0,2.0,0.0,Male
279,ConvNet_0,0.0,0.0,Not Male
280,ConvNet_0,0.0,0.0,Not Male
281,ConvNet_0,2.0,0.0,Not Male
282,ConvNet_0,1.0,1.0,Male
283,ConvNet_0,1.0,1.0,Male
284,ConvNet_0,0.0,0.0,Not Male
285,ConvNet_0,3.0,3.0,Male
286,ConvNet_0,0.0,0.0,Not Male
287,ConvNet_0,0.0,0.0,Male
288,ConvNet_0,0.0,0.0,Male
289,ConvNet_0,0.0,0.0,Male
290,ConvNet_0,0.0,0.0,Not Male
291,ConvNet_0,3.0,3.0,Male
292,ConvNet_0,3.0,3.0,Male
293,ConvNet_0,0.0,3.0,Male
294,ConvNet_0,0.0,2.0,Not Male
295,ConvNet_0,0.0,2.0,Not Male
296,ConvNet_0,0.0,0.0,Male
297,ConvNet_0,0.0,0.0,Not Male
298,ConvNet_0,0.0,0.0,Male
299,ConvNet_0,0.0,0.0,Male
300,ConvNet_0,0.0,0.0,Male
301,ConvNet_0,0.0,0.0,Male
302,ConvNet_0,2.0,1.0,Male
303,ConvNet_0,1.0,1.0,Male
304,ConvNet_0,0.0,0.0,Male
305,ConvNet_0,0.0,0.0,Male
306,ConvNet_0,0.0,0.0,Male
307,ConvNet_0,0.0,0.0,Male
308,ConvNet_0,0.0,0.0,Not Male
309,ConvNet_0,0.0,0.0,Not Male
310,ConvNet_0,0.0,1.0,Male
311,ConvNet_0,2.0,1.0,Male
312,ConvNet_0,0.0,1.0,Male
313,ConvNet_0,3.0,1.0,Male
314,ConvNet_0,0.0,0.0,Not Male
315,ConvNet_0,0.0,0.0,Not Male
316,ConvNet_0,4.0,4.0,Not Male
317,ConvNet_0,0.0,0.0,Male
318,ConvNet_0,0.0,0.0,Male
319,ConvNet_0,0.0,0.0,Not Male
320,ConvNet_0,0.0,0.0,Not Male
321,ConvNet_0,0.0,0.0,Not Male
322,ConvNet_0,1.0,1.0,Not Male
323,ConvNet_0,0.0,0.0,Male
324,ConvNet_0,0.0,0.0,Male
325,ConvNet_0,0.0,0.0,Not Male
326,ConvNet_0,0.0,0.0,Male
327,ConvNet_0,4.0,4.0,Not Male
328,ConvNet_0,0.0,0.0,Male
329,ConvNet_0,0.0,0.0,Male
330,ConvNet_0,3.0,1.0,Not Male
331,ConvNet_0,1.0,0.0,Male
332,ConvNet_0,0.0,0.0,Male
333,ConvNet_0,0.0,0.0,Male
334,ConvNet_0,0.0,0.0,Not Male
335,ConvNet_0,0.0,0.0,Not Male
336,ConvNet_0,0.0,0.0,Not Male
337,ConvNet_0,0.0,0.0,Male
338,ConvNet_0,2.0,1.0,Male
339,ConvNet_0,2.0,0.0,Not Male
340,ConvNet_0,0.0,1.0,Male
341,ConvNet_0,2.0,1.0,Male
342,ConvNet_0,0.0,0.0,Not Male
343,ConvNet_0,0.0,0.0,Not Male
344,ConvNet_0,0.0,0.0,Not Male
345,ConvNet_0,3.0,3.0,Male
346,ConvNet_0,0.0,0.0,Male
347,ConvNet_0,0.0,0.0,Male
348,ConvNet_0,0.0,0.0,Male
349,ConvNet_0,1.0,2.0,Male
350,ConvNet_0,1.0,2.0,Male
351,ConvNet_0,0.0,0.0,Not Male
352,ConvNet_0,2.0,1.0,Male
353,ConvNet_0,2.0,1.0,Male
354,ConvNet_0,0.0,0.0,Not Male
355,ConvNet_0,0.0,0.0,Male
356,ConvNet_0,0.0,2.0,Not Male
357,ConvNet_0,0.0,2.0,Not Male
358,ConvNet_0,0.0,0.0,Male
359,ConvNet_0,3.0,3.0,Male
360,ConvNet_0,3.0,3.0,Male
361,ConvNet_0,3.0,3.0,Male
362,ConvNet_0,0.0,1.0,Male
363,ConvNet_0,0.0,1.0,Male
364,ConvNet_0,0.0,0.0,Not Male
365,ConvNet_0,0.0,0.0,Not Male
366,ConvNet_0,0.0,2.0,Not Male
367,ConvNet_0,0.0,0.0,Not Male
368,ConvNet_0,0.0,0.0,Not Male
369,ConvNet_0,0.0,0.0,Not Male
370,ConvNet_0,3.0,3.0,Male
371,ConvNet_0,0.0,0.0,Not Male
372,ConvNet_0,0.0,0.0,Not Male
373,ConvNet_0,0.0,0.0,Not Male
374,ConvNet_0,0.0,0.0,Not Male
375,ConvNet_0,0.0,0.0,Male
376,ConvNet_0,0.0,0.0,Not Male
377,ConvNet_0,0.0,2.0,Not Male
378,ConvNet_0,0.0,0.0,Male
379,ConvNet_0,0.0,0.0,Male
380,ConvNet_0,2.0,2.0,Male
381,ConvNet_0,0.0,0.0,Not Male
382,ConvNet_0,0.0,0.0,Male
383,ConvNet_0,0.0,0.0,Male
384,ConvNet_0,2.0,0.0,Male
385,ConvNet_0,0.0,0.0,Not Male
386,ConvNet_0,0.0,0.0,Not Male
387,ConvNet_0,0.0,0.0,Not Male
388,ConvNet_0,0.0,0.0,Not Male
389,ConvNet_0,0.0,0.0,Not Male
390,ConvNet_0,0.0,0.0,Not Male
391,ConvNet_0,0.0,0.0,Male
392,ConvNet_0,2.0,2.0,Male
393,ConvNet_0,2.0,2.0,Male
394,ConvNet_0,0.0,0.0,Not Male
395,ConvNet_0,0.0,0.0,Not Male
396,ConvNet_0,0.0,0.0,Male
397,ConvNet_0,3.0,1.0,Not Male
398,ConvNet_0,0.0,0.0,Not Male
399,ConvNet_0,0.0,0.0,Male
400,ConvNet_0,0.0,0.0,Not Male
401,ConvNet_0,2.0,2.0,Not Male
402,ConvNet_0,2.0,2.0,Not Male
403,ConvNet_0,0.0,2.0,Not Male
404,ConvNet_0,0.0,2.0,Male
405,ConvNet_0,0.0,2.0,Male
406,ConvNet_0,0.0,2.0,Male
407,ConvNet_0,0.0,0.0,Not Male
408,ConvNet_0,0.0,0.0,Not Male
409,ConvNet_0,0.0,0.0,Male
410,ConvNet_0,0.0,0.0,Male
411,ConvNet_0,2.0,2.0,Male
412,ConvNet_0,0.0,0.0,Not Male
413,ConvNet_0,0.0,0.0,Not Male
414,ConvNet_0,0.0,0.0,Not Male
415,ConvNet_0,0.0,0.0,Male
416,ConvNet_0,3.0,3.0,Male
417,ConvNet_0,0.0,0.0,Not Male
418,ConvNet_0,3.0,4.0,Not Male
419,ConvNet_0,2.0,4.0,Not Male
420,ConvNet_0,1.0,1.0,Male
421,ConvNet_0,1.0,1.0,Male
422,ConvNet_0,1.0,1.0,Male
423,ConvNet_0,0.0,0.0,Not Male
424,ConvNet_0,0.0,0.0,Not Male
425,ConvNet_0,0.0,0.0,Not Male
426,ConvNet_0,0.0,0.0,Male
427,ConvNet_0,0.0,0.0,Not Male
428,ConvNet_0,1.0,1.0,Male
429,ConvNet_0,0.0,0.0,Male
430,ConvNet_0,0.0,0.0,Male
431,ConvNet_0,3.0,0.0,Not Male
432,ConvNet_0,0.0,0.0,Not Male
433,ConvNet_0,0.0,2.0,Male
434,ConvNet_0,2.0,2.0,Male
435,ConvNet_0,0.0,0.0,Not Male
436,ConvNet_0,0.0,0.0,Not Male
437,ConvNet_0,0.0,0.0,Not Male
438,ConvNet_0,1.0,1.0,Not Male
439,ConvNet_0,1.0,1.0,Not Male
440,ConvNet_0,1.0,1.0,Not Male
441,ConvNet_0,0.0,0.0,Male
442,ConvNet_0,0.0,0.0,Male
443,ConvNet_0,0.0,0.0,Not Male
444,ConvNet_0,0.0,0.0,Not Male
445,ConvNet_0,0.0,0.0,Male
446,ConvNet_0,0.0,0.0,Not Male
447,ConvNet_0,0.0,0.0,Male
448,ConvNet_0,3.0,3.0,Not Male
449,ConvNet_0,3.0,3.0,Not Male
450,ConvNet_0,0.0,0.0,Not Male
451,ConvNet_0,0.0,0.0,Not Male
452,ConvNet_0,0.0,0.0,Not Male
453,ConvNet_0,0.0,0.0,Not Male
454,ConvNet_0,0.0,0.0,Not Male
455,ConvNet_0,0.0,2.0,Male
456,ConvNet_0,4.0,4.0,Not Male
457,ConvNet_0,0.0,4.0,Male
458,ConvNet_0,2.0,4.0,Male
459,ConvNet_0,0.0,0.0,Male
460,ConvNet_0,0.0,0.0,Male
461,ConvNet_0,0.0,0.0,Male
462,ConvNet_0,3.0,3.0,Male
463,ConvNet_0,1.0,0.0,Not Male
464,ConvNet_0,3.0,3.0,Male
465,ConvNet_0,3.0,1.0,Not Male
466,ConvNet_0,3.0,1.0,Not Male
467,ConvNet_0,0.0,0.0,Male
468,ConvNet_0,0.0,0.0,Not Male
469,ConvNet_0,0.0,0.0,Not Male
470,ConvNet_0,0.0,0.0,Not Male
471,ConvNet_0,0.0,2.0,Male
472,ConvNet_0,0.0,2.0,Male
473,ConvNet_0,0.0,0.0,Male
474,ConvNet_0,0.0,0.0,Not Male
475,ConvNet_0,5.0,5.0,Not Male
476,ConvNet_0,0.0,3.0,Male
477,ConvNet_0,1.0,2.0,Male
478,ConvNet_0,1.0,0.0,Not Male
479,ConvNet_0,0.0,0.0,Male
480,ConvNet_0,0.0,0.0,Not Male
481,ConvNet_0,0.0,0.0,Male
482,ConvNet_0,0.0,0.0,Male
483,ConvNet_0,0.0,0.0,Male
484,ConvNet_0,0.0,0.0,Male
485,ConvNet_0,0.0,0.0,Male
486,ConvNet_0,0.0,0.0,Male
487,ConvNet_0,0.0,0.0,Not Male
488,ConvNet_0,0.0,0.0,Male
489,ConvNet_0,0.0,0.0,Male
490,ConvNet_0,0.0,0.0,Male
491,ConvNet_0,0.0,0.0,Male
492,ConvNet_0,0.0,0.0,Male
493,ConvNet_0,0.0,0.0,Male
494,ConvNet_0,3.0,3.0,Male
495,ConvNet_0,0.0,0.0,Not Male
496,ConvNet_0,0.0,0.0,Not Male
497,ConvNet_0,3.0,3.0,Not Male
498,ConvNet_0,3.0,3.0,Not Male
499,ConvNet_0,0.0,0.0,Male
500,ConvNet_0,0.0,0.0,Male
501,ConvNet_0,0.0,0.0,Not Male
502,ConvNet_0,0.0,0.0,Not Male
503,ConvNet_0,0.0,0.0,Not Male
504,ConvNet_0,0.0,0.0,Male
505,ConvNet_0,0.0,0.0,Male
506,ConvNet_0,0.0,0.0,Male
507,ConvNet_0,0.0,2.0,Male
508,ConvNet_0,0.0,2.0,Male
509,ConvNet_0,0.0,2.0,Male
510,ConvNet_0,0.0,0.0,Male
511,ConvNet_0,0.0,0.0,Male
512,ConvNet_0,0.0,0.0,Male
513,ConvNet_0,0.0,0.0,Male
514,ConvNet_0,0.0,2.0,Male
515,ConvNet_0,0.0,0.0,Not Male
516,ConvNet_0,0.0,0.0,Male
517,ConvNet_0,0.0,0.0,Not Male
518,ConvNet_0,0.0,0.0,Male
519,ConvNet_0,0.0,3.0,Not Male
520,ConvNet_0,6.0,0.0,Male
521,ConvNet_0,0.0,0.0,Male
522,ConvNet_0,0.0,0.0,Male
523,ConvNet_0,0.0,0.0,Male
524,ConvNet_0,0.0,0.0,Not Male
525,ConvNet_0,0.0,0.0,Not Male
526,ConvNet_0,0.0,0.0,Male
527,ConvNet_0,0.0,1.0,Male
528,ConvNet_0,0.0,0.0,Not Male
529,ConvNet_0,3.0,3.0,Not Male
530,ConvNet_0,0.0,3.0,Not Male
531,ConvNet_0,0.0,0.0,Male
532,ConvNet_0,0.0,0.0,Male
533,ConvNet_0,4.0,4.0,Male
534,ConvNet_0,4.0,4.0,Male
535,ConvNet_0,0.0,1.0,Male
536,ConvNet_0,0.0,0.0,Male
537,ConvNet_0,0.0,0.0,Male
538,ConvNet_0,0.0,0.0,Not Male
539,ConvNet_0,0.0,0.0,Not Male
540,ConvNet_0,0.0,0.0,Not Male
541,ConvNet_0,2.0,2.0,Male
542,ConvNet_0,0.0,0.0,Male
543,ConvNet_0,2.0,2.0,Male
544,ConvNet_0,2.0,2.0,Male
545,ConvNet_0,0.0,0.0,Male
546,ConvNet_0,0.0,0.0,Male
547,ConvNet_0,0.0,0.0,Male
548,ConvNet_0,0.0,0.0,Male
549,ConvNet_0,0.0,0.0,Male
550,ConvNet_0,0.0,0.0,Male
551,ConvNet_0,0.0,0.0,Not Male
552,ConvNet_0,3.0,3.0,Male
553,ConvNet_0,0.0,0.0,Not Male
554,ConvNet_0,0.0,0.0,Not Male
555,ConvNet_0,0.0,0.0,Not Male
556,ConvNet_0,0.0,0.0,Not Male
557,ConvNet_0,0.0,0.0,Not Male
558,ConvNet_0,0.0,0.0,Male
559,ConvNet_0,0.0,1.0,Male
560,ConvNet_0,3.0,3.0,Male
561,ConvNet_0,2.0,0.0,Not Male
562,ConvNet_0,0.0,0.0,Not Male
563,ConvNet_0,0.0,0.0,Male
564,ConvNet_0,3.0,3.0,Male
565,ConvNet_0,0.0,0.0,Male
566,ConvNet_0,0.0,0.0,Not Male
567,ConvNet_0,1.0,0.0,Not Male
568,ConvNet_0,0.0,0.0,Not Male
569,ConvNet_0,2.0,0.0,Male
570,ConvNet_0,0.0,0.0,Male
571,ConvNet_0,0.0,0.0,Male
572,ConvNet_0,1.0,1.0,Male
573,ConvNet_0,0.0,0.0,Not Male
574,ConvNet_0,0.0,0.0,Male
575,ConvNet_0,3.0,1.0,Male
576,ConvNet_0,1.0,1.0,Male
577,ConvNet_0,0.0,0.0,Male
578,ConvNet_0,0.0,0.0,Not Male
579,ConvNet_0,0.0,0.0,Male
580,ConvNet_0,1.0,0.0,Male
581,ConvNet_0,1.0,0.0,Male
582,ConvNet_0,1.0,0.0,Not Male
583,ConvNet_0,1.0,0.0,Not Male
584,ConvNet_0,0.0,0.0,Not Male
585,ConvNet_0,0.0,0.0,Not Male
586,ConvNet_0,0.0,0.0,Male
587,ConvNet_0,0.0,0.0,Not Male
588,ConvNet_0,0.0,0.0,Male
589,ConvNet_0,2.0,1.0,Not Male
590,ConvNet_0,0.0,0.0,Male
591,ConvNet_0,1.0,4.0,Male
592,ConvNet_0,0.0,0.0,Not Male
593,ConvNet_0,0.0,0.0,Not Male
594,ConvNet_0,0.0,0.0,Male
595,ConvNet_0,0.0,1.0,Male
596,ConvNet_0,0.0,1.0,Male
597,ConvNet_0,0.0,1.0,Male
598,ConvNet_0,0.0,1.0,Male
599,ConvNet_0,0.0,0.0,Male
600,ConvNet_0,0.0,2.0,Male
601,ConvNet_0,2.0,2.0,Male
602,ConvNet_0,0.0,0.0,Male
603,ConvNet_0,0.0,0.0,Male
604,ConvNet_0,3.0,3.0,Male
605,ConvNet_0,3.0,3.0,Male
606,ConvNet_0,2.0,1.0,Male
607,ConvNet_0,2.0,1.0,Male
608,ConvNet_0,0.0,0.0,Not Male
609,ConvNet_0,0.0,0.0,Male
610,ConvNet_0,5.0,0.0,Male
611,ConvNet_0,0.0,0.0,Male
612,ConvNet_0,0.0,0.0,Not Male
613,ConvNet_0,0.0,0.0,Male
614,ConvNet_0,0.0,1.0,Not Male
615,ConvNet_0,0.0,1.0,Not Male
616,ConvNet_0,0.0,0.0,Not Male
617,ConvNet_0,0.0,0.0,Male
618,ConvNet_0,2.0,0.0,Male
619,ConvNet_0,0.0,0.0,Male
620,ConvNet_0,0.0,0.0,Male
621,ConvNet_0,0.0,0.0,Not Male
622,ConvNet_0,0.0,0.0,Male
623,ConvNet_0,0.0,1.0,Not Male
624,ConvNet_0,2.0,1.0,Not Male
625,ConvNet_0,0.0,0.0,Male
626,ConvNet_0,1.0,1.0,Not Male
627,ConvNet_0,1.0,1.0,Not Male
628,ConvNet_0,1.0,1.0,Not Male
629,ConvNet_0,3.0,1.0,Not Male
630,ConvNet_0,0.0,0.0,Not Male
631,ConvNet_0,0.0,0.0,Not Male
632,ConvNet_0,0.0,0.0,Not Male
633,ConvNet_0,0.0,0.0,Male
634,ConvNet_0,0.0,0.0,Male
635,ConvNet_0,0.0,0.0,Not Male
636,ConvNet_0,0.0,0.0,Male
